"nace","year","market_EU28"
1820,2008,34351416.915916
1820,2009,20912728.917241
1820,2010,19228406.406962
1820,2011,17152980.39025
1820,2012,13614977.879048
1820,2013,11627217.67746
1820,2014,10664625.744003
1820,2015,11561189.362888
1820,2016,10741587.343548
1910,2005,0
1910,2006,2539174.6083
1910,2007,3204541.589508
1910,2008,2343352.980408
1910,2009,2280972.837575
1910,2010,2690941.862048
1910,2011,3292105.644998
1910,2012,3047642.865673
1910,2013,2725377.820242
1910,2014,2633968.728048
1910,2015,2528329.112276
1910,2016,2457211.459044
2011,2005,0
2011,2006,43808211.7693
2011,2007,48104549.586459
2011,2008,58467235.444762
2011,2009,45812776.319962
2011,2010,50935500.125668
2011,2011,50362424.466233
2011,2012,53424232.664558
2011,2013,54263344.78425
2011,2014,52149342.47586
2011,2015,51629480.965524
2011,2016,49165976.721078
2012,2005,0
2012,2006,79500452.8153
2012,2007,79116544.255635
2012,2008,74085025.591394
2012,2009,58427298.875289
2012,2010,73564202.558812
2012,2011,80003467.479782
2012,2012,79880678.48124
2012,2013,77253954.02592
2012,2014,78156518.488776
2012,2015,77137983.669824
2012,2016,79454679.062202
2013,2005,8217627.403104
2013,2006,131534574.9828
2013,2007,136881709.235775
2013,2008,154409463.729104
2013,2009,120799911.934167
2013,2010,137635508.335234
2013,2011,152888110.961173
2013,2012,149023143.201149
2013,2013,146179669.048224
2013,2014,144909758.221564
2013,2015,148616686.331784
2013,2016,141186170.08683
2014,2005,41603080.075074
2014,2006,762631221.1111
2014,2007,820077901.75593
2014,2008,730515000.978386
2014,2009,657662553.553798
2014,2010,740037058.843556
2014,2011,836594636.666161
2014,2012,897448514.664016
2014,2013,835553902.130682
2014,2014,829469082.183084
2014,2015,752407370.140404
2014,2016,689748990.457812
2015,2005,0
2015,2006,104092165.6687
2015,2007,113735618.883747
2015,2008,162595653.454742
2015,2009,101466584.977783
2015,2010,126404031.40751
2015,2011,158208667.829595
2015,2012,166459623.743581
2015,2013,158285316.270984
2015,2014,150355118.51346
2015,2015,152050389.123424
2015,2016,125310532.749432
2016,2005,0
2016,2006,622256844.341
2016,2007,651079281.137679
2016,2008,631668887.04429
2016,2009,466536323.001354
2016,2010,571724762.638886
2016,2011,624312622.138658
2016,2012,633196761.032955
2016,2013,644474153.501766
2016,2014,639912209.18583
2016,2015,647410217.839044
2016,2016,616225426.234026
2017,2005,0
2017,2006,40623869.7656
2017,2007,39919120.939125
2017,2008,38724241.28328
2017,2009,28905028.395573
2017,2010,40102256.200062
2017,2011,50838699.532558
2017,2012,49763864.879071
2017,2013,41707943.95698
2017,2014,39033724.621654
2017,2015,35949459.30422
2017,2016,35346058.938336
2020,2005,54836882.715104
2020,2006,50186659.7386
2020,2007,51525179.50662
2020,2008,57463027.586572
2020,2009,54239646.452905
2020,2010,56021068.051356
2020,2011,62533444.728995
2020,2012,64168453.532946
2020,2013,64485180.33363
2020,2014,68232066.523922
2020,2015,72065408.852624
2020,2016,69543913.272312
2030,2005,235980820.626649
2030,2006,239938920.9525
2030,2007,251474066.979012
2030,2008,238902879.905018
2030,2009,203911875.402002
2030,2010,225332316.694436
2030,2011,238150683.346185
2030,2012,238593605.446623
2030,2013,238401897.359892
2030,2014,241706871.490322
2030,2015,242124370.898608
2030,2016,240460355.624076
2041,2005,107599484.290123
2041,2006,132444100.3413
2041,2007,132805803.355164
2041,2008,162786257.974078
2041,2009,147753546.007676
2041,2010,130728798.764736
2041,2011,141611176.529998
2041,2012,150582020.97932
2041,2013,159434986.57023
2041,2014,148301441.734334
2041,2015,150033658.381772
2041,2016,148882401.950286
2042,2005,192438741.694248
2042,2006,201031986.8249
2042,2007,205142115.233718
2042,2008,189315247.223868
2042,2009,170802217.131765
2042,2010,191216499.048252
2042,2011,200178727.02388
2042,2012,194971676.286415
2042,2013,202401696.187152
2042,2014,198890782.744311
2042,2015,207152372.372132
2042,2016,207907154.3643
2051,2005,18659476.16946
2051,2006,17250108.5966
2051,2007,17181134.518122
2051,2008,14816429.517086
2051,2009,16064586.584906
2051,2010,16444476.733038
2051,2011,16904363.688049
2051,2012,17226388.114208
2051,2013,18331853.999676
2051,2014,16647867.963272
2051,2015,17969460.170992
2051,2016,18037429.19784
2052,2005,32869600.477322
2052,2006,30990956.7935
2052,2007,37004040.706518
2052,2008,24042086.40196
2052,2009,46018181.153797
2052,2010,35488158.673736
2052,2011,33496065.926613
2052,2012,46548223.997079
2052,2013,42213848.707968
2052,2014,35531211.474437
2052,2015,35649579.958388
2052,2016,42836228.949666
2053,2005,38186200.151253
2053,2006,44996617.9586
2053,2007,45370830.666294
2053,2008,36465647.815304
2053,2009,35448257.644301
2053,2010,45248050.974592
2053,2011,49188824.588682
2053,2012,48770488.86437
2053,2013,57231017.523708
2053,2014,58437386.690396
2053,2015,52933910.622604
2053,2016,70325678.152788
2059,2005,195567515.216395
2059,2006,211918528.3567
2059,2007,288009743.698017
2059,2008,303288458.743708
2059,2009,263189074.473929
2059,2010,297818297.051134
2059,2011,331533348.871369
2059,2012,340576574.590854
2059,2013,344925067.18593
2059,2014,334557489.602126
2059,2015,344641301.877092
2059,2016,354751928.68827
2060,2005,12162714.816539
2060,2006,18059018.1552
2060,2007,13750476.156315
2060,2008,50726010.79147
2060,2009,37107498.30838
2060,2010,44222578.465856
2060,2011,50096820.557912
2060,2012,54034359.715273
2060,2013,49341740.424648
2060,2014,49904459.044825
2060,2015,55720298.867508
2060,2016,48000916.097886
2110,2005,36298254.445803
2110,2006,94384527.4328
2110,2007,96450377.816502
2110,2008,143627603.406924
2110,2009,126363490.062582
2110,2010,140476499.72745
2110,2011,156866790.30405
2110,2012,162342566.946742
2110,2013,164754459.353568
2110,2014,176014277.397532
2110,2015,183091451.697308
2110,2016,194814963.92463
2120,2005,867013471.584631
2120,2006,897777805.5961
2120,2007,954342813.568383
2120,2008,836606897.549448
2120,2009,828509969.429133
2120,2010,990203071.754318
2120,2011,973621979.536315
2120,2012,971936381.639531
2120,2013,1001233867.21852
2120,2014,1045618186.72168
2120,2015,1084656075.63377
2120,2016,1149708467.98362
2211,2005,124622502.386529
2211,2006,139006743.326
2211,2007,148248366.698538
2211,2008,145141397.264118
2211,2009,117041215.69314
2211,2010,130186049.625388
2211,2011,158235437.580292
2211,2012,156593437.968149
2211,2013,151961656.043274
2211,2014,144114314.992641
2211,2015,142521608.420532
2211,2016,139169210.441202
2219,2005,161654421.401263
2219,2006,175286209.4786
2219,2007,185285219.63166
2219,2008,189078042.867032
2219,2009,146881627.246831
2219,2010,174751102.66412
2219,2011,203893992.913962
2219,2012,202230673.386595
2219,2013,193387658.448726
2219,2014,193485648.234851
2219,2015,204286028.235388
2219,2016,206137123.48218
2221,2005,354720466.310371
2221,2006,392811176.4137
2221,2007,421580413.16829
2221,2008,420571242.914616
2221,2009,341567061.529761
2221,2010,384826737.92359
2221,2011,420958293.391753
2221,2012,418972127.978831
2221,2013,416259255.457332
2221,2014,430479930.654613
2221,2015,451489268.985964
2221,2016,446956198.118334
2222,2005,235846603.969452
2222,2006,256633020.776
2222,2007,266319528.264144
2222,2008,266978648.240978
2222,2009,228937779.339125
2222,2010,247846150.954396
2222,2011,277977359.456692
2222,2012,285134087.942662
2222,2013,287368255.176534
2222,2014,294001655.963092
2222,2015,309056238.566504
2222,2016,310917926.168034
2223,2005,159500620.748161
2223,2006,175442843.1195
2223,2007,180822719.560761
2223,2008,194104681.594456
2223,2009,167243393.16008
2223,2010,175647631.477932
2223,2011,176907051.846083
2223,2012,175909316.763061
2223,2013,182671157.327232
2223,2014,187970094.101699
2223,2015,192355527.67992
2223,2016,193737697.547934
2229,2005,353921016.129884
2229,2006,397470063.1418
2229,2007,409193015.317425
2229,2008,402482900.871136
2229,2009,334426002.573247
2229,2010,385287856.484212
2229,2011,430974024.625395
2229,2012,435714367.084248
2229,2013,456090696.563292
2229,2014,474242465.863243
2229,2015,499268187.570768
2229,2016,507045887.594916
2311,2005,25346559.737961
2311,2006,29490648.3377
2311,2007,32631438.983985
2311,2008,31670561.816424
2311,2009,22283673.081353
2311,2010,24965343.305108
2311,2011,25724478.730945
2311,2012,23639685.775776
2311,2013,21911401.95636
2311,2014,21847900.183599
2311,2015,21810087.733808
2311,2016,23075934.452436
2312,2005,84813183.111552
2312,2006,95000977.2932
2312,2007,106535816.177652
2312,2008,105125281.73378
2312,2009,86145417.200215
2312,2010,91972132.653554
2312,2011,95308694.326445
2312,2012,92205840.405763
2312,2013,89075012.113542
2312,2014,95233257.701778
2312,2015,98371531.246604
2312,2016,101797838.300202
2313,2005,76774603.158477
2313,2006,76752550.2117
2313,2007,84862401.736284
2313,2008,89198053.7542
2313,2009,77634553.355992
2313,2010,81072227.354882
2313,2011,84079167.611297
2313,2012,84548691.952095
2313,2013,88506877.960746
2313,2014,86550586.67374
2313,2015,85963756.668856
2313,2016,85719206.548734
2314,2005,25584715.872954
2314,2006,28398113.9607
2314,2007,32077721.484216
2314,2008,36708160.825628
2314,2009,29665886.322753
2314,2010,29759324.509798
2314,2011,30373027.685683
2314,2012,28789942.655166
2314,2013,28375264.787688
2314,2014,29481733.881383
2314,2015,29925290.036972
2314,2016,30396628.511172
2319,2005,31799824.192983
2319,2006,32386069.562
2319,2007,32917644.450099
2319,2008,29164333.083986
2319,2009,24838049.916895
2319,2010,27057494.598658
2319,2011,29492479.465289
2319,2012,24978995.2307
2319,2013,25232732.202258
2319,2014,27758145.578996
2319,2015,28576131.323608
2319,2016,26679548.768244
2320,2005,28584794.615811
2320,2006,33963818.394
2320,2007,35375260.851306
2320,2008,38010279.580962
2320,2009,27721439.352872
2320,2010,29854457.163082
2320,2011,32156326.702891
2320,2012,30238518.931019
2320,2013,29994564.213474
2320,2014,32816209.711719
2320,2015,32024378.330648
2320,2016,30999536.439174
2331,2005,79276833.562318
2331,2006,87295823.9615
2331,2007,91312328.835882
2331,2008,77411694.790844
2331,2009,62021753.158009
2331,2010,61962129.804196
2331,2011,63668763.788544
2331,2012,63601701.219308
2331,2013,65594465.660346
2331,2014,65758643.09805
2331,2015,71706755.959432
2331,2016,73919784.89967
2332,2005,60591171.32138
2332,2006,67688930.6698
2332,2007,65780914.779
2332,2008,51749872.597124
2332,2009,46120894.740091
2332,2010,42719588.296566
2332,2011,44479501.668891
2332,2012,42853391.644462
2332,2013,38662820.074452
2332,2014,37992110.935429
2332,2015,38911146.36684
2332,2016,40954273.804692
2341,2005,19035828.290668
2341,2006,18575948.7034
2341,2007,18147679.59825
2341,2008,16608510.147856
2341,2009,12159593.850482
2341,2010,13130637.17875
2341,2011,13318126.059189
2341,2012,13172365.000837
2341,2013,13392574.222734
2341,2014,14357152.784569
2341,2015,14646353.084968
2341,2016,14619737.365368
2342,2005,16307946.08534
2342,2006,17921808.0107
2342,2007,19542258.833328
2342,2008,17305964.323738
2342,2009,13054409.833152
2342,2010,13112577.3162
2342,2011,12412894.236218
2342,2012,11232285.290205
2342,2013,11087259.78066
2342,2014,11248838.886691
2342,2015,11133492.468692
2342,2016,11267541.291582
2343,2005,2980748.444219
2343,2006,5113824.6962
2343,2007,5720182.881903
2343,2008,4743729.249968
2343,2009,3148200.46029
2343,2010,3455287.376726
2343,2011,3333389.026187
2343,2012,3197172.935761
2343,2013,3210638.877054
2343,2014,3306900.743377
2343,2015,3452319.387352
2343,2016,3367644.942636
2344,2005,5374501.146721
2344,2006,5908442.6192
2344,2007,6400507.594815
2344,2008,6474491.950562
2344,2009,6049803.426213
2344,2010,9759609.300948
2344,2011,10982631.085146
2344,2012,10501026.079467
2344,2013,11192857.347798
2344,2014,11388115.812794
2344,2015,12264696.791072
2344,2016,12805087.171914
2349,2005,3058263.388873
2349,2006,3342236.2325
2349,2007,3435054.186897
2349,2008,3347568.294572
2349,2009,3087439.05213
2349,2010,3296479.744142
2349,2011,3227904.436605
2349,2012,2957938.222372
2349,2013,2824583.896806
2349,2014,2704922.952886
2349,2015,3121322.879136
2349,2016,3301069.62444
2351,2005,122691827.331661
2351,2006,142193173.8777
2351,2007,155253143.781657
2351,2008,153842168.49134
2351,2009,118768760.817642
2351,2010,107151957.2714
2351,2011,108868582.601155
2351,2012,103313033.460413
2351,2013,96553667.639646
2351,2014,96269399.608109
2351,2015,95280161.99262
2351,2016,93971530.683648
2352,2005,21791998.010888
2352,2006,26109356.2576
2352,2007,27797573.649042
2352,2008,27806973.017286
2352,2009,21785496.5507
2352,2010,22903741.10689
2352,2011,23822552.390999
2352,2012,24023880.096139
2352,2013,23718873.725988
2352,2014,23504753.644554
2352,2015,23281634.15512
2352,2016,22759340.596962
2361,2005,175769906.236225
2361,2006,192982409.5507
2361,2007,203171891.527278
2361,2008,206969979.643404
2361,2009,158344937.058805
2361,2010,150322275.053018
2361,2011,160121673.106164
2361,2012,146735656.187596
2361,2013,134814524.858244
2361,2014,167410581.895648
2361,2015,189937108.084636
2361,2016,151725693.671058
2362,2005,21807699.221077
2362,2006,23420880.3037
2362,2007,25115196.475818
2362,2008,24783948.358986
2362,2009,19865704.11788
2362,2010,20353010.804524
2362,2011,21271401.855051
2362,2012,21301097.411608
2362,2013,20828383.642248
2362,2014,20682709.255817
2362,2015,22538857.345356
2362,2016,23433052.738344
2363,2005,153249452.553379
2363,2006,180461795.5228
2363,2007,197696727.465561
2363,2008,188738125.012372
2363,2009,148924387.068665
2363,2010,135164092.480768
2363,2011,138343471.367475
2363,2012,126359526.718999
2363,2013,119756150.691954
2363,2014,120111569.739805
2363,2015,124975519.171976
2363,2016,126088880.265666
2364,2005,37451954.332016
2364,2006,41416197.7449
2364,2007,42620526.819603
2364,2008,44018519.653408
2364,2009,37399093.49754
2364,2010,37175068.993762
2364,2011,38329686.021711
2364,2012,36541083.352711
2364,2013,35366750.013588
2364,2014,37027676.182777
2364,2015,38169794.144328
2364,2016,37048047.790374
2365,2005,2099438.845637
2365,2006,2508562.4619
2365,2007,10147918.681836
2365,2008,8859098.835112
2365,2009,8608938.416144
2365,2010,9200662.14055
2365,2011,9600617.559878
2365,2012,8219791.816754
2365,2013,7161780.786888
2365,2014,7538845.387962
2365,2015,7644230.774224
2365,2016,7939981.510338
2369,2005,43870634.393831
2369,2006,44956965.383
2369,2007,50004797.717907
2369,2008,63195814.155562
2369,2009,42177471.904256
2369,2010,40396427.157062
2369,2011,44269545.761671
2369,2012,38598990.197922
2369,2013,42489070.617714
2369,2014,37900246.162086
2369,2015,37603278.308068
2369,2016,36260885.112348
2370,2005,64672286.210273
2370,2006,63762848.303
2370,2007,65861030.553903
2370,2008,61546075.524426
2370,2009,50960928.105087
2370,2010,49995016.957724
2370,2011,47221721.021044
2370,2012,49083796.34396
2370,2013,50030969.831178
2370,2014,47881026.149936
2370,2015,45351727.708848
2370,2016,47543934.834684
2391,2005,21280043.174061
2391,2006,22044683.8128
2391,2007,22616453.033091
2391,2008,22030009.802346
2391,2009,16211195.820845
2391,2010,19194714.523178
2391,2011,20933199.992154
2391,2012,21530096.967372
2391,2013,21722565.85212
2391,2014,22207964.173899
2391,2015,21972759.189128
2391,2016,21795941.690238
2399,2005,88233587.796844
2399,2006,99191223.6865
2399,2007,105662812.765329
2399,2008,118077367.320088
2399,2009,104066391.390676
2399,2010,109252457.062236
2399,2011,122987357.407742
2399,2012,123259829.702583
2399,2013,122349291.033354
2399,2014,128269747.555306
2399,2015,126099167.96092
2399,2016,123209240.892978
2410,2005,583724383.023635
2410,2006,701367521.8858
2410,2007,764302480.92585
2410,2008,1372901388.37729
2410,2009,630950468.416478
2410,2010,809023447.443194
2410,2011,934440414.929802
2410,2012,1180145027.24171
2410,2013,1096524100.50149
2410,2014,1056016603.66457
2410,2015,1002108934.1681
2410,2016,887056828.531506
2420,2005,35897884.763874
2420,2006,53533058.1489
2420,2007,64291892.359446
2420,2008,244734994.959636
2420,2009,165452599.579584
2420,2010,168951302.549568
2420,2011,203314922.899024
2420,2012,201116343.861895
2420,2013,187580269.566984
2420,2014,185314588.626902
2420,2015,177719773.225764
2420,2016,162524036.06388
2431,2005,0
2431,2006,24516562.4209
2431,2007,27927868.88493
2431,2008,38633621.375284
2431,2009,19078613.048427
2431,2010,29064939.551324
2431,2011,37389608.074607
2431,2012,30839408.286743
2431,2013,29095705.848888
2431,2014,30934096.341967
2431,2015,31731383.246772
2431,2016,27792805.425432
2432,2005,128646967.726368
2432,2006,126069762.3361
2432,2007,139072685.317794
2432,2008,146282586.276636
2432,2009,90071095.619917
2432,2010,109028254.108806
2432,2011,116603922.973238
2432,2012,102692395.833286
2432,2013,99373239.772548
2432,2014,98419332.003027
2432,2015,98220554.83218
2432,2016,96719649.927066
2433,2005,55236604.079384
2433,2006,60500879.4456
2433,2007,71024985.10035
2433,2008,81718086.429868
2433,2009,54137737.061719
2433,2010,56640837.849876
2433,2011,64254159.302603
2433,2012,61752889.339687
2433,2013,59881241.259336
2433,2014,58187444.134148
2433,2015,60087814.873548
2433,2016,65349563.992632
2434,2005,36552432.223846
2434,2006,43966643.0533
2434,2007,48083926.461291
2434,2008,47718278.335844
2434,2009,29883510.454479
2434,2010,41922422.239926
2434,2011,47950025.131852
2434,2012,44685201.996799
2434,2013,41753780.714352
2434,2014,43700944.138488
2434,2015,38334128.861204
2434,2016,38894824.185798
2441,2005,134283.72454
2441,2006,52736784.3057
2441,2007,70459078.499145
2441,2008,77449019.396688
2441,2009,67767503.817139
2441,2010,98591068.554446
2441,2011,123080749.788757
2441,2012,124455765.069496
2441,2013,94477350.534882
2441,2014,78948197.073494
2441,2015,107672855.337784
2441,2016,116189885.397054
2442,2005,0
2442,2006,324076890.1744
2442,2007,345104254.780443
2442,2008,307010451.140612
2442,2009,200569037.386823
2442,2010,269915302.990496
2442,2011,300921010.194206
2442,2012,272073997.038158
2442,2013,259050282.60657
2442,2014,274614849.063751
2442,2015,302306551.6251
2442,2016,287636607.38013
2443,2005,0
2443,2006,67542709.9325
2443,2007,84758265.384957
2443,2008,59813158.047346
2443,2009,44275989.253578
2443,2010,56598022.942742
2443,2011,57987243.69113
2443,2012,55439680.354065
2443,2013,55655317.460694
2443,2014,56195731.162214
2443,2015,57133869.808664
2443,2016,60977928.705696
2444,2005,0
2444,2006,305530046.8792
2444,2007,305184329.18181
2444,2008,284596712.180382
2444,2009,192736028.109883
2444,2010,280083549.263864
2444,2011,314825068.205542
2444,2012,297259623.352867
2444,2013,279109174.040004
2444,2014,265969138.641591
2444,2015,249895598.778276
2444,2016,223959385.30182
2445,2005,0
2445,2006,23126253.3128
2445,2007,32871771.407592
2445,2008,49509971.255966
2445,2009,29296917.139452
2445,2010,41267649.821206
2445,2011,47053875.503732
2445,2012,43630943.542669
2445,2013,39715849.842942
2445,2014,40008230.729397
2445,2015,42096545.838028
2445,2016,36237105.022176
2451,2005,79059356.52475
2451,2006,98701138.4392
2451,2007,109006605.153027
2451,2008,116608704.473516
2451,2009,73784268.227665
2451,2010,87383505.118948
2451,2011,107644684.202325
2451,2012,99794364.918962
2451,2013,94359469.67139
2451,2014,94750883.775891
2451,2015,93184750.77494
2451,2016,87136191.690132
2452,2005,22414084.876848
2452,2006,27505468.5455
2452,2007,31597108.790859
2452,2008,35534776.917378
2452,2009,25753544.138592
2452,2010,26292657.557824
2452,2011,30074321.077015
2452,2012,29945480.785402
2452,2013,28814256.524172
2452,2014,28155401.272145
2452,2015,27069126.851008
2452,2016,23881948.473078
2453,2005,71681769.948502
2453,2006,82731488.785
2453,2007,86879571.364575
2453,2008,80620626.70486
2453,2009,50456332.906072
2453,2010,66265620.03676
2453,2011,78831380.059618
2453,2012,75292670.446133
2453,2013,76698371.65683
2453,2014,82368119.145172
2453,2015,89857578.767176
2453,2016,90422006.02191
2454,2005,18959475.846626
2454,2006,22572482.2697
2454,2007,26354133.700506
2454,2008,25438896.027094
2454,2009,16956014.523371
2454,2010,21253762.274858
2454,2011,24986600.690372
2454,2012,26453393.878772
2454,2013,23915257.308012
2454,2014,24630658.087266
2454,2015,24724017.559912
2454,2016,22787163.451368
2511,2005,415209263.058625
2511,2006,472741273.389
2511,2007,561429430.999182
2511,2008,597194826.812048
2511,2009,474894188.72628
2511,2010,470059987.399456
2511,2011,517871839.115327
2511,2012,509289317.549621
2511,2013,479669151.404184
2511,2014,492027494.928137
2511,2015,502277803.41706
2511,2016,501071515.92372
2512,2005,120370835.244387
2512,2006,133799948.4074
2512,2007,142864851.864672
2512,2008,146559739.742164
2512,2009,142359258.395746
2512,2010,125539414.557008
2512,2011,127183353.780491
2512,2012,129116803.745664
2512,2013,127156773.352392
2512,2014,121466767.106195
2512,2015,134092086.976144
2512,2016,141007618.389114
2521,2005,66817576.762741
2521,2006,77300331.5975
2521,2007,75026452.52592
2521,2008,72654216.72482
2521,2009,61148531.303239
2521,2010,64166416.087608
2521,2011,66403212.23895
2521,2012,65235716.220073
2521,2013,65280872.43321
2521,2014,62366564.484007
2521,2015,64335441.79326
2521,2016,60929839.913454
2529,2005,43747983.127338
2529,2006,52053500.9093
2529,2007,60371442.22545
2529,2008,64636561.835478
2529,2009,51497921.942203
2529,2010,49319741.940406
2529,2011,56152886.198685
2529,2012,54202283.294082
2529,2013,53998728.124908
2529,2014,54192448.432248
2529,2015,53611029.623052
2529,2016,55623708.13371
2530,2005,24963418.911256
2530,2006,28456817.0777
2530,2007,38161111.276818
2530,2008,40416441.686346
2530,2009,36766854.663883
2530,2010,34246980.656176
2530,2011,38702823.415089
2530,2012,40824217.678111
2530,2013,41354465.442108
2530,2014,36106605.658522
2530,2015,38191774.556012
2530,2016,40900347.945858
2540,2005,31066211.787541
2540,2006,15183229.2821
2540,2007,14687770.373217
2540,2008,15999103.56894
2540,2009,14487061.079301
2540,2010,16043376.49501
2540,2011,16509627.2111
2540,2012,18698583.411984
2540,2013,22245661.251618
2540,2014,17375376.137462
2540,2015,18272181.232756
2540,2016,21294236.88237
2550,2005,317973635.666876
2550,2006,337549121.2621
2550,2007,381998839.44222
2550,2008,380979685.455786
2550,2009,257828920.476583
2550,2010,301530898.370526
2550,2011,354702191.847908
2550,2012,341964030.227246
2550,2013,334170112.709244
2550,2014,340281664.662163
2550,2015,343662535.849248
2550,2016,346485227.798778
2561,2005,138684795.366565
2561,2006,159965807.3475
2561,2007,180601885.229121
2561,2008,197303943.110194
2561,2009,152754455.625527
2561,2010,164758733.386208
2561,2011,182791345.540761
2561,2012,175948627.212092
2561,2013,171285615.556482
2561,2014,185058674.823113
2561,2015,194336158.933092
2561,2016,199242959.663226
2562,2005,259642402.794859
2562,2006,298307169.1171
2562,2007,367354341.869211
2562,2008,451325435.702544
2562,2009,263395052.669091
2562,2010,313264178.81933
2562,2011,370153352.206094
2562,2012,378744705.593394
2562,2013,393647660.860902
2562,2014,424128208.042455
2562,2015,437327991.589588
2562,2016,452404087.229598
2571,2005,11996223.863505
2571,2006,13031733.9372
2571,2007,11380634.696439
2571,2008,11099715.949774
2571,2009,9471646.164502
2571,2010,9839564.222324
2571,2011,10312090.925675
2571,2012,10332276.244297
2571,2013,10881359.813604
2571,2014,11520690.926738
2571,2015,12892730.929188
2571,2016,11935036.659234
2572,2005,111500486.103426
2572,2006,120341307.7999
2572,2007,123661950.728292
2572,2008,117151946.739156
2572,2009,93646107.741276
2572,2010,100804246.992862
2572,2011,109149057.76536
2572,2012,108762142.054951
2572,2013,107939239.242324
2572,2014,112590526.273351
2572,2015,114809813.713144
2572,2016,115846555.691922
2573,2005,165947148.661175
2573,2006,172299227.8018
2573,2007,177101079.929649
2573,2008,179167450.386622
2573,2009,133343911.046273
2573,2010,145868899.132338
2573,2011,166295792.378942
2573,2012,171968155.802352
2573,2013,172738087.38291
2573,2014,185582415.106809
2573,2015,190669450.352172
2573,2016,189616728.533982
2591,2005,17560458.523573
2591,2006,18159536.9868
2591,2007,19515623.113503
2591,2008,19820610.850822
2591,2009,14505661.814299
2591,2010,15773230.740726
2591,2011,17899024.210607
2591,2012,17017449.467389
2591,2013,16920781.43133
2591,2014,16406282.171685
2591,2015,16739437.228184
2591,2016,16569191.03805
2592,2005,89579264.226431
2592,2006,95833047.3573
2592,2007,96585962.9436
2592,2008,97896677.66091
2592,2009,93215617.632213
2592,2010,96894893.711116
2592,2011,103725027.950186
2592,2012,99809304.527219
2592,2013,97071639.40551
2592,2014,95575803.050728
2592,2015,93718620.441556
2592,2016,95110949.907168
2593,2005,103424020.553483
2593,2006,116990665.1617
2593,2007,127675942.530093
2593,2008,131989320.087208
2593,2009,90572682.533528
2593,2010,105447091.351948
2593,2011,125493253.430544
2593,2012,116680067.437402
2593,2013,112903883.616048
2593,2014,111966005.346076
